NAME OF COMPANY, DATE OF LISTING,SYMBOL, SERIES, ISIN NUMBER, PAID UP VALUE, MARKET LOT, FACE VALUE
Shreyas Shipping & Logistics Limited,1-Mar-95,SHREYAS,EQ,INE757B01015,10,1,10
Shriram Pistons & Rings Limited,2-Jun-16,SHRIPISTON,BE,INE526E01018,10,1,10
Shriram City Union Finance Limited,4-Apr-05,SHRIRAMCIT,EQ,INE722A01011,10,1,10
Shriram EPC Limited,20-Feb-08,SHRIRAMEPC,EQ,INE964H01014,10,1,10
Shyam Century Ferrous Limited,28-Jul-15,SHYAMCENT,EQ,INE979R01011,1,1,1
Shyam Telecom Limited,6-Nov-06,SHYAMTEL,EQ,INE635A01023,10,1,10
Sicagen India Limited,21-Aug-08,SICAGEN,EQ,INE176J01011,10,1,10
Sical Logistics Limited,28-Apr-99,SICAL,EQ,INE075B01012,10,1,10
Siemens Limited,6-Sep-95,SIEMENS,EQ,INE003A01024,2,1,2
Signet Industries Limited,29-Aug-18,SIGIND,EQ,INE529F01035,10,1,10
Standard Industries Limited,27-Jan-04,SIL,BE,INE173A01025,5,1,5
SIL Investments Limited,22-May-96,SILINV,EQ,INE923A01015,10,1,10
Simbhaoli Sugars Limited,14-Mar-16,SIMBHALS,EQ,INE748T01016,10,1,10
Simplex Projects Limited,3-Aug-07,SIMPLEX,EQ,INE898F01018,10,1,10
Simplex Infrastructures Limited,9-Mar-04,SIMPLEXINF,EQ,INE059B01024,2,1,2
Sintex Industries Limited,5-Nov-98,SINTEX,EQ,INE429C01035,1,1,1
Security and Intelligence Services (India) Limited,10-Aug-17,SIS,EQ,INE285J01010,10,1,10
Sita Shree Food Products Limited,7-Apr-08,SITASHREE,BE,INE686I01011,10,1,10
Siti Networks Limited,10-Jan-07,SITINET,EQ,INE965H01011,1,1,1
Siyaram Silk Mills Limited,29-Jan-07,SIYSIL,EQ,INE076B01028,2,1,2
SJVN Limited,20-May-10,SJVN,EQ,INE002L01015,10,1,10
SKF India Limited,27-Jan-99,SKFINDIA,EQ,INE640A01023,10,1,10
SKIL Infrastructure Limited,9-Oct-96,SKIL,EQ,INE429F01012,10,1,10
Skipper Limited,27-May-15,SKIPPER,EQ,INE439E01022,1,1,1
SKM Egg Products Export (India) Limited,14-Mar-97,SKMEGGPROD,EQ,INE411D01015,10,1,10
Smartlink Holdings Limited,11-Apr-01,SMARTLINK,EQ,INE178C01020,2,1,2
SML Isuzu Limited,29-Aug-03,SMLISUZU,EQ,INE294B01019,10,1,10
Splendid Metal Products Limited,9-Mar-10,SMPL,EQ,INE215G01021,5,1,5
SMS Lifesciences India Limited,17-Aug-17,SMSLIFE,EQ,INE320X01016,10,1,10
SMS Pharmaceuticals Limited,28-Feb-07,SMSPHARMA,EQ,INE812G01025,1,1,1
Snowman Logistics Limited,12-Sep-14,SNOWMAN,EQ,INE734N01019,10,1,10
Sobha Limited,20-Dec-06,SOBHA,EQ,INE671H01015,10,1,10
Solara Active Pharma Sciences Limited,27-Jun-18,SOLARA,EQ,INE624Z01016,10,1,10
Solar Industries India Limited,3-Apr-06,SOLARINDS,EQ,INE343H01029,2,1,2
Somany Ceramics Limited,22-Nov-95,SOMANYCERA,EQ,INE355A01028,2,1,2
Soma Textiles & Industries Limited,14-Aug-96,SOMATEX,EQ,INE314C01013,10,1,10
Somi Conveyor Beltings Limited,18-Jul-16,SOMICONVEY,EQ,INE323J01019,10,1,10
Sonata Software Limited,28-Jul-99,SONATSOFTW,EQ,INE269A01021,1,1,1
SORIL Infra Resources Limited,6-Dec-05,SORILINFRA,BE,INE034H01016,10,1,10
Savita Oil Technologies Limited,28-Jun-95,SOTL,EQ,INE035D01012,10,1,10
The South Indian Bank Limited,8-Dec-98,SOUTHBANK,EQ,INE683A01023,1,1,1
S. P. Apparels Limited,12-Aug-16,SPAL,EQ,INE212I01016,10,1,10
Sun Pharma Advanced Research Company Limited,18-Jul-07,SPARC,EQ,INE232I01014,1,1,1
Speciality Restaurants Limited,30-May-12,SPECIALITY,EQ,INE247M01014,10,1,10
Spentex Industries Limited,20-Dec-06,SPENTEX,EQ,INE376C01020,10,1,10
Southern Petrochemicals Industries Corporation  Limited,10-Jan-96,SPIC,EQ,INE147A01011,10,1,10
Spice Mobility Limited,27-May-08,SPICEMOBI,EQ,INE927C01020,3,1,3
SPL Industries Limited,26-Jul-05,SPLIL,EQ,INE978G01016,10,1,10
SPML Infra Limited,14-Feb-96,SPMLINFRA,EQ,INE937A01023,2,1,2
Sintex Plastics Technology Limited,8-Aug-17,SPTL,EQ,INE501W01021,1,1,1
Shekhawati Poly-Yarn Limited,12-Jan-11,SPYL,BE,INE268L01020,1,1,1
SQS India BFSI Limited,26-Oct-09,SQSBFSI,EQ,INE201K01015,10,1,10
Sreeleathers Limited,1-Jan-14,SREEL,EQ,INE099F01013,10,1,10
SREI Infrastructure Finance Limited,20-Dec-95,SREINFRA,EQ,INE872A01014,10,1,10
SRF Limited,18-Aug-03,SRF,EQ,INE647A01010,10,1,10
Sree Rayalaseema Hi-Strength Hypo Limited,8-May-07,SRHHYPOLTD,EQ,INE917H01012,10,1,10
Srikalahasthi Pipes Limited,28-Aug-07,SRIPIPES,EQ,INE943C01027,10,1,10
SRS Limited,16-Sep-11,SRSLTD,BE,INE219H01039,10,1,10
Shriram Transport Finance Company Limited,11-Dec-96,SRTRANSFIN,EQ,INE721A01013,10,1,10
Steel Strips Wheels Limited,6-Jun-05,SSWL,EQ,INE802C01017,10,1,10
Stampede Capital Limited,25-Jul-16,STAMPEDE,EQ,INE224E01028,1,1,1
Strides Pharma Science Limited,2-Feb-00,STAR,EQ,INE939A01011,10,1,10
Star Cement Limited,16-Jun-17,STARCEMENT,EQ,INE460H01021,1,1,1
Star Paper Mills Limited,13-Sep-95,STARPAPER,EQ,INE733A01018,10,1,10
The State Trading Corporation of India Limited,1-Apr-03,STCINDIA,EQ,INE655A01013,10,1,10
STEEL EXCHANGE INDIA LIMITED,20-Jul-17,STEELXIND,BE,INE503B01013,10,1,10
Stel Holdings Limited,9-Feb-11,STEL,BE,INE577L01016,10,1,10
Sterling Tools Limited,2-Feb-06,STERTOOLS,EQ,INE334A01023,2,1,2
STI India Limited,6-Dec-95,STINDIA,EQ,INE090C01019,10,1,10
Sterlite Technologies Limited,8-Dec-00,STRTECH,EQ,INE089C01029,2,1,2
International Constructions Limited,10-Jul-96,SUBCAPCITY,BE,INE845C01016,10,1,10
Subex Limited,5-Sep-03,SUBEX,EQ,INE754A01014,10,1,10
Subros Limited,13-Jul-05,SUBROS,EQ,INE287B01021,2,1,2
Sudarshan Chemical Industries Limited,25-May-95,SUDARSCHEM,EQ,INE659A01023,2,1,2
Sujana Universal Industries Limited,19-Feb-08,SUJANAUNI,EQ,INE216G01011,10,1,10
Sumeet Industries Limited,10-Dec-10,SUMEETINDS,BE,INE235C01010,10,1,10
Summit Securities Limited,28-Jan-11,SUMMITSEC,EQ,INE519C01017,10,1,10
Sundaram Clayton Limited,23-Oct-12,SUNCLAYLTD,EQ,INE105A01035,5,1,5
Sundaram Multi Pap Limited,2-Jun-10,SUNDARAM,EQ,INE108E01023,1,1,1
Sundaram Finance Limited,7-Jan-98,SUNDARMFIN,EQ,INE660A01013,10,1,10
Sundaram Finance Holdings Limited,26-Mar-18,SUNDARMHLD,EQ,INE202Z01029,5,1,5
Sundaram Brake Linings Limited,17-Jul-96,SUNDRMBRAK,EQ,INE073D01013,10,1,10
Sundram Fasteners Limited,7-Jun-00,SUNDRMFAST,EQ,INE387A01021,1,1,1
Sunflag Iron And Steel Company Limited,29-Sep-05,SUNFLAG,EQ,INE947A01014,10,1,10
Sunil Hitech Engineers Limited,2-Mar-06,SUNILHITEC,BE,INE305H01028,1,1,1
Sun Pharmaceutical Industries Limited,8-Feb-95,SUNPHARMA,EQ,INE044A01036,1,1,1
